gene_ID	segment_number	seed	N_CG	L_locus	CG_density	Col0_meth_frac	CG_spacing	mean_h2az	max_h2az	locus_gain_rate_mu	locus_gain_rate_sigma	locus_loss_rate_mu	locus_loss_rate_sigma
AT1G48090	2153	8611	465	26436	0.017551823271296715	0.6306695464362851	56.974137931034484	0.40755348815951703	3.4080000162124597	3.105530711309865e-05	2.866643733516798e-06	1.6367848509266722e-05	2.867017740498143e-06
AT1G48110	2154	8615	81	3469	0.02306140098010954	0.4125	43.3625	0.9288587549165501	4.00818195343018	1.0864274787929356e-05	7.007246687090242e-06	0.0	0.0
AT1G48120	2155	8619	125	6459	0.0191980182690819	0.5161290322580645	52.08870967741936	1.30764395710621	4.50815997123718	8.510348583877995e-06	5.489009904887356e-06	4.1487949346405225e-06	5.453433763095851e-06
AT1G48140	2156	8623	54	2198	0.024112829845313922	0.18518518518518517	41.471698113207545	1.3839197293255099	5.14386796951294	0.0	0.0	4.0849673202614376e-05	2.8301483783805184e-05
AT1G48160	2157	8627	62	2483	0.024567055980668547	0.04838709677419355	40.704918032786885	2.31875811064243	16.9209201812744	6.9236734241719295e-06	4.7968616582720655e-06	0.0	0.0
AT1G48175	2158	8631	32	1880	0.01648936170212766	0.22580645161290322	60.645161290322584	0.8722907140478492	2.94118993282318	2.127587145969499e-05	1.3722524762218392e-05	0.0	0.0
AT1G48190	2159	8635	21	591	0.0338409475465313	0.1	29.55	2.8212116571573103	4.08645796775818	0.0	0.0	0.0	0.0
AT1G48200	2160	8639	34	1487	0.02219233355749832	0.20588235294117646	45.060606060606055	1.49213705789298	4.85649404525757	0.0	0.0	0.0	0.0
AT1G48210	2161	8643	72	3872	0.018336776859504134	0.16666666666666666	54.53521126760563	1.1090523653878601	4.7962499618530305	1.0552832244008714e-05	4.765795206971677e-06	2.212690631808279e-05	1.702069716775599e-05
AT1G48220	2162	8647	40	2014	0.019364448857994043	0.1282051282051282	51.641025641025635	2.069811884747	2.6442880630493195	1.9223375624759706e-05	6.796489630781887e-06	0.0	0.0
AT1G48230	2163	8651	70	3018	0.02286282306163022	0.18840579710144928	43.73913043478261	1.52300605567602	8.325182056427	0.0	0.0	5.1847662141779794e-05	3.568946924208317e-05
AT1G48240	2164	8655	66	3068	0.0211864406779661	0.16923076923076924	47.2	1.1038926344830502	3.7582559585571302	1.1347131445170661e-06	2.2694262890341322e-06	6.49881164587047e-05	1.8568033273915625e-05
AT1G48270	2165	8659	83	2409	0.034039020340390205	0.2289156626506024	29.378048780487802	1.16223535770178	4.04165802001953	2.2339665032679735e-06	2.631679959161599e-06	5.4824561403508766e-05	1.623201417971867e-05
AT1G48310	2167	8667	94	5465	0.017017383348581886	0.2967032967032967	58.76344086021505	1.1767440219401202	7.828794097900389	9.89328022875817e-06	4.467933006535947e-06	9.60723795691116e-05	3.479786976519003e-05
AT1G48350	2168	8671	39	1012	0.037549407114624504	0.0	26.63157894736842	4.44409606434681	8.66992597579956	0.0	0.0	nan	nan
AT1G48355	2169	8675	9	323	0.02476780185758514	0.0	40.375	2.74482933680216	3.7702019691467297	1.5885984023238924e-05	1.8714168598482483e-05	nan	nan
AT1G48360	2170	8679	101	4587	0.021800741225201658	0.25742574257425743	45.87	2.0073921811146	8.52129030227661	4.6296296296296296e-06	5.3643016349651985e-06	7.148692810457517e-05	3.050604549859791e-05
AT1G48370	2171	8683	53	2954	0.017603249830737983	0.3269230769230769	56.80769230769231	1.7605756378462198	3.8736099720001205	0.0	0.0	8.410226835832372e-05	2.4029219530949632e-05
AT1G48390	2173	8691	43	1846	0.02275189599133261	0.023255813953488372	43.952380952380956	2.60438413902333	4.66287598609924	6.32197323373794e-06	4.863056333644568e-06	0.0	0.0
AT1G48400	2174	8695	50	1862	0.02631578947368421	0.02	38.0	5.27902171786238	15.794500160217302	0.0	0.0	6.127450980392157e-05	0.00012254901960784314
AT1G48410	2175	8699	137	6900	0.01971014492753623	0.40875912408759124	50.735294117647065	0.791292456489928	7.18036403656006	3.278060195271524e-06	2.5215847655934802e-06	4.084967320261437e-05	8.252880265949432e-06
AT1G48420	2176	8703	58	2840	0.02007042253521127	0.1206896551724138	49.82456140350877	1.5444131270531698	5.72596216201782	1.2014609765474818e-06	2.4029219530949636e-06	8.753501400560223e-06	1.7507002801120447e-05
AT1G48440	2178	8711	45	1558	0.028241335044929396	0.08888888888888889	35.40909090909091	2.5591428493752204	10.3498401641846	3.487167224613423e-06	4.107988228935179e-06	0.0002553104575163399	0.0001646702971466207
AT1G48450	2179	8715	55	1937	0.027878162106350027	0.10909090909090909	35.87037037037037	4.05248470277321	19.6505756378174	0.0	0.0	8.510348583877996e-05	5.4890099048873566e-05
AT1G48490	2180	8719	176	6951	0.025176233635448138	0.4885057471264368	39.72	1.06782920998884	5.158193969726559	1.055665711977675e-05	7.400912231308795e-06	4.805843906189926e-06	3.329586327506492e-06
AT1G48520	2181	8723	55	2720	0.019852941176470587	0.5370370370370371	50.370370370370374	1.9184799572003302	6.42456998825073	0.0	0.0	1.7607617759747575e-05	1.1356572217008324e-05
AT1G48530	2182	8727	38	1007	0.036742800397219465	0.0	27.216216216216214	2.6173208143400095	4.01191596984863	3.762469900240798e-06	4.432303089114272e-06	nan	nan
AT1G48540	2183	8731	116	5140	0.02237354085603113	0.22807017543859648	44.69565217391304	0.8278748359282809	4.239021968841549	8.819815805109923e-06	2.785204991087344e-06	2.985168426344897e-05	9.42684766214178e-06
AT1G48580	2186	8743	77	2908	0.026134800550206328	0.18421052631578946	38.26315789473684	2.36470286132859	10.8245357036591	5.270925574530888e-06	3.7271072168803893e-06	1.8965919701213816e-05	1.4589169000933704e-05
AT1G48600	2188	8751	65	3415	0.018740849194729136	0.3898305084745763	53.359375	1.63991699567143	4.609520006179809	4.141702977487291e-05	9.148349841478926e-06	6.660272804774083e-05	4.2957468820857565e-05
AT1G48605	2189	8755	29	1066	0.02626641651031895	0.0	38.07142857142857	4.36385064249237	8.66154804229736	0.0	0.0	nan	nan
AT1G48635	2190	8759	61	2622	0.02288329519450801	0.08333333333333333	43.7	1.82318476846925	4.06335604190826	0.0	0.0	5.310457516339869e-05	4.084967320261438e-05
AT1G48640	2191	8763	82	2826	0.028662420382165606	0.1	34.888888888888886	3.25707885170805	9.138547992706302	9.928740014524328e-06	2.8367828612926648e-06	0.0	0.0
AT1G48650	2192	8767	119	6175	0.01910931174089069	0.4369747899159664	52.33050847457627	1.2697359586735402	13.6250217437744	2.591210613598673e-05	1.2086764462978616e-05	1.6496983408748117e-05	4.71342383107089e-06
AT1G48760	2195	8779	108	3396	0.031507656065959955	0.2803738317757009	31.738317757009344	1.53905610523054	4.25521197319031	1.0079789491554198e-05	3.1830914183855364e-06	5.174291938997821e-05	2.2457002318178983e-05
AT1G48780	2197	8787	42	1494	0.02744310575635877	0.425	36.4390243902439	1.10995291952164	1.85970001220703	0.0	0.0	0.0	0.0
AT1G48790	2198	8791	109	4110	0.026277372262773723	0.3333333333333333	38.05555555555556	1.30945834558771	9.28980212211609	1.9857480029048656e-06	2.3392710748103104e-06	5.50335875090777e-05	6.518430744528445e-06
AT1G48830	2200	8799	34	1700	0.019411764705882354	0.09090909090909091	51.515151515151516	1.4100642487024702	4.99171595573425	4.765795206971678e-06	5.614250579544745e-06	4.7657952069716773e-05	5.614250579544745e-05
AT1G48840	2201	8803	103	3616	0.02820796460176991	0.3627450980392157	35.450980392156865	1.33126635951539	5.21857395172119	3.0165912518853696e-05	0.0	3.367337926161456e-05	5.520226108461401e-06
AT1G48850	2202	8807	65	3116	0.02053915275994865	0.3076923076923077	48.6875	1.48252025526581	6.308600044250491	1.7701525054466233e-05	1.3616557734204791e-05	2.3488562091503265e-05	1.646702971466207e-05
AT1G48860	2203	8811	69	2901	0.023440193036883834	0.19117647058823528	42.66176470588235	1.89878441955222	4.35793404579163	0.0	0.0	3.927853192559075e-05	2.5333891868710882e-05
AT1G48870	2204	8815	124	4238	0.029023124115148655	0.016260162601626018	34.45528455284553	4.00572676877866	25.208380317687997	0.0	0.0	0.00013276143790849672	0.00010212418300653594
AT1G48880	2205	8819	79	2383	0.03273185060847671	0.21518987341772153	30.551282051282048	2.05131755143988	6.63712396621704	3.294328484081805e-06	3.953194180898166e-06	6.127450980392157e-05	1.81416629067444e-05
AT1G48900	2206	8823	73	3203	0.02247892600686856	0.2876712328767123	44.48611111111111	1.4637373264477802	9.70938382148743	9.034062342885872e-06	6.33347296717772e-06	3.6959228135698724e-05	1.1671335200746965e-05
AT1G48930	2207	8827	63	2772	0.022366522366522368	0.30158730158730157	44.70967741935483	3.6813063269481097	12.0341197490692	6.034610814022579e-06	4.642008318478906e-06	5.159958720330237e-05	0.0
AT1G48970	2209	8835	123	4011	0.030416355023684866	0.3170731707317073	32.87704918032787	1.22122418578849	4.947594070434571	8.510348583877995e-06	2.431528166822284e-06	5.60373722138428e-05	2.1995977878330823e-05
AT1G49160	2214	8855	92	2830	0.03215547703180212	0.2696629213483146	31.098901098901102	2.03866419765487	3.1893399953842203	7.855706385118149e-06	5.066778373742175e-06	7.063589324618736e-05	1.4542490034922265e-05
AT1G49180	2215	8859	47	2749	0.01673335758457621	0.23404255319148937	59.760869565217384	1.5085369782489602	7.22076778411865	0.0	0.0	2.4138443256090315e-05	3.172906916710313e-05
AT1G49205	2216	8863	28	1994	0.01354062186559679	0.14285714285714285	73.85185185185186	2.8325975365416904	5.31350998878479	0.0	0.0	6.638071895424836e-05	5.106209150326797e-05
AT1G49210	2217	8867	15	600	0.023333333333333334	0.08333333333333333	42.857142857142854	3.9805220465911098	7.78265810012817	0.0	0.0	0.0	0.0
AT1G49220	2218	8871	22	653	0.03215926493108729	0.0	31.095238095238095	8.09670446813107	16.5485538482666	0.0	0.0	nan	nan
AT1G49225	2219	8875	77	5019	0.015142458657103008	0.10666666666666667	66.03947368421052	3.0067615341432	16.5485538482666	1.066969076187689e-05	3.0484830748219687e-06	8.169934640522877e-05	2.888508093082302e-05
AT1G49230	2220	8879	18	834	0.02038369304556355	0.5	49.05882352941176	1.94815164804459	2.85652804374695	3.319035947712418e-05	2.5531045751633984e-05	7.659313725490196e-06	1.5318627450980392e-05
AT1G49240	2221	8883	75	2513	0.029446876243533624	0.3287671232876712	33.95945945945946	2.55197674106149	12.977900362014802	1.250500200080032e-06	2.501000400160064e-06	4.0849673202614376e-05	0.0
AT1G49290	2223	8891	56	1232	0.044642857142857144	0.037037037037037035	22.4	5.51671174144745	10.059221935272198	1.1783559577677225e-06	2.356711915535445e-06	0.0002553104575163399	0.0001646702971466207
AT1G49300	2224	8895	55	2758	0.019579405366207395	0.4909090909090909	51.074074074074076	1.42732736735508	4.71467394828796	7.294584500466853e-06	8.753501400560222e-06	5.2953280077463084e-06	6.23805619949416e-06
AT1G49340	2226	8903	269	12600	0.02126984126984127	0.48507462686567165	47.01492537313433	0.7490416660171559	6.73042993545532	1.746471535474093e-05	2.960121246566259e-06	2.372423328305681e-05	9.659644387216818e-06
AT1G49350	2227	8907	54	2178	0.024334251606978878	0.21153846153846154	41.09433962264151	1.9295287736381102	11.1273638725281	2.191933684042723e-05	3.985333970986769e-06	2.4138443256090315e-05	1.8568033273915625e-05
AT1G49380	2229	8915	43	2743	0.015311702515493984	0.18604651162790697	65.30952380952381	2.0876609953313	4.95447998046875	0.0	0.0	6.382761437908497e-05	4.116757428665518e-05
AT1G49480	2233	8931	49	2614	0.018362662586074982	0.16666666666666666	54.45833333333333	1.60587969699076	4.92179598808289	0.0	0.0	6.382761437908497e-05	4.116757428665518e-05
AT1G49510	2234	8935	40	1787	0.02182428651371013	0.15384615384615385	45.820512820512825	2.2043117753206203	5.61451206207275	1.5473361061596358e-05	9.980018008886103e-06	0.0001940359477124183	9.057825909347816e-05
AT1G49530	2235	8939	57	1142	0.04903677758318739	0.14545454545454545	20.392857142857142	0.632025122069396	1.4049980163574198	3.433110832985677e-05	8.560055800476384e-06	3.319035947712418e-05	2.5531045751633984e-05
AT1G49540	2236	8943	109	3827	0.028220538280637576	0.5794392523364486	35.43518518518518	1.55745504594679	8.32806015014648	2.677923021060276e-05	1.799584931154594e-05	2.009540375289901e-05	3.294328484081804e-06
AT1G49580	2237	8947	96	3069	0.030954708374063212	0.1875	32.305263157894736	3.0373247175074303	8.76251001358032	7.855706385118149e-07	1.5711412770236299e-06	5.3331517792302106e-05	1.3036861489056894e-05
AT1G49590	2238	8951	42	1916	0.02139874739039666	0.19047619047619047	46.73170731707317	2.2439785488495003	8.5069580078125	0.0	0.0	0.00012765522875816994	8.233514857331036e-05
AT1G49600	2239	8955	64	3616	0.017422566371681415	0.25	57.3968253968254	2.7681207771639595	11.045417881012002	0.0	0.0	3.829656862745098e-06	7.659313725490196e-06
AT1G49630	2240	8959	176	7843	0.02231289047558332	0.48	44.81714285714286	0.8054684182451031	2.99631361961365	1.6160310277957337e-05	4.398279362894453e-06	1.6534391534391532e-05	1.1174452704905906e-05
AT1G49710	2242	8967	75	2696	0.02744807121661721	0.0945945945945946	36.432432432432435	1.64880102149078	5.70497407913208	1.5547263681592042e-05	4.603108498726191e-06	9.337068160597572e-05	3.3011521063797734e-05
AT1G49720	2244	8975	53	2400	0.021666666666666667	0.0	46.15384615384615	2.0841618474362003	4.35029602050781	0.0	0.0	nan	nan
AT1G49730	2245	8979	69	3008	0.022606382978723406	0.44776119402985076	44.23529411764706	3.84054806898348	20.338399696350102	1.987281399046105e-05	1.3248542660307367e-05	5.31045751633987e-05	3.093087334313875e-05
AT1G49760	2247	8987	87	3551	0.024218529991551677	0.3372093023255814	41.2906976744186	1.3091148198053602	3.7933800697326703	1.3616557734204794e-05	4.2999656002751985e-06	2.32420554428668e-05	1.599872759127866e-05
AT1G49820	2250	8999	66	2397	0.027117229870671673	0.25806451612903225	36.87692307692308	1.9141512985229499	5.1702780723571795	5.772236430804206e-06	4.440181869849389e-06	0.0	0.0
AT1G49840	2251	9003	92	2521	0.03609678698928996	0.09782608695652174	27.703296703296704	2.58899419839893	3.81347999572754	0.0	0.0	0.0	0.0
AT1G49870	2254	9015	72	3412	0.020808909730363423	0.027777777777777776	48.056338028169016	3.2074990181073795	7.44391994476318	0.0	0.0	0.0	0.0
AT1G49880	2255	9019	40	2056	0.018968871595330738	0.125	52.71794871794872	2.0105794153241203	5.773657989501951	0.0	0.0	0.0	0.0
AT1G49890	2256	9023	109	3694	0.029236599891716297	0.3148148148148148	34.2037037037037	2.01668336341133	11.5273721694946	1.84927574633457e-05	4.167679316414254e-06	0.0	0.0
AT1G49900	2257	9027	143	3693	0.038451123747630656	0.0	26.007042253521124	4.66865758315937	27.313856506347697	0.0	0.0	nan	nan
AT1G49910	2258	9031	59	2523	0.022988505747126436	0.2033898305084746	43.5	2.96408836635259	10.897652053833001	6.953135864274788e-06	4.9166095201400885e-06	1.1914488017429193e-05	1.4035626448861862e-05
AT1G49920	2259	9035	69	2747	0.024754277393520204	0.234375	40.39705882352941	3.2950644969940197	6.80208797454834	6.669334400426837e-06	4.715931580542534e-06	3.9488017429193904e-05	2.7905639340848578e-05
AT1G49940	2260	9039	51	3452	0.014484356894553883	0.22	69.03999999999999	1.60110228273967	3.7994259595871003	1.4663985252220546e-05	7.256790713796202e-06	3.7136066547831256e-05	2.5728621621641075e-05
AT1G49960	2262	9047	89	3036	0.028985507246376812	0.3411764705882353	34.5	4.42265395327951	31.6801200866699	1.1306605975723623e-05	5.106209150326797e-06	2.676357899481632e-05	8.451656524678839e-06
AT1G49970	2263	9051	64	3058	0.020601700457815567	0.38095238095238093	48.53968253968254	1.26128982227473	4.93194389343262	0.0	0.0	6.127450980392157e-05	1.6676809250974796e-05
AT1G49980	2264	9055	140	5094	0.02728700431880644	0.17391304347826086	36.64748201438849	2.20207866136361	17.902636241912802	2.3291480334823987e-06	1.791652333447999e-06	3.489242919389978e-05	7.0178132244309285e-06
AT1G49990	2265	9059	49	1387	0.03460706560922855	0.6444444444444445	28.895833333333336	2.77907797237237	8.11764192581177	4.850898692810457e-05	1.5318627450980392e-05	6.338742393509128e-06	1.2677484787018257e-05
AT1G50000	2266	9063	51	2036	0.02455795677799607	0.4117647058823529	40.720000000000006	1.7095016283790299	7.1110800743103	2.5871459694989106e-05	8.169934640522875e-06	0.0	0.0
AT1G50010	2267	9067	74	2339	0.031209918768704575	0.136986301369863	32.04109589041096	3.0835215938334604	8.290727996826169	1.4589169000933706e-05	1.945222533457828e-06	5.7189542483660136e-05	2.830148378380519e-05
AT1G50020	2268	9071	32	1816	0.017070484581497798	0.0625	58.58064516129032	2.4299301858011	7.3831401824951195	0.0	0.0	3.0637254901960784e-05	6.127450980392157e-05
AT1G50030	2269	9075	367	17607	0.02078718691429545	0.6027397260273972	48.10655737704918	0.457523247337257	2.33984599113464	2.4791525805724587e-05	1.5936596375626504e-06	1.346182412358883e-05	1.0666523036501088e-06
AT1G50090	2270	9079	41	2110	0.018957345971563982	0.14634146341463414	52.74999999999999	4.6411380233972	12.503215980529802	1.5172735760971056e-05	1.1671335200746965e-05	0.0	0.0
AT1G50110	2271	9083	42	2274	0.01802990325417766	0.17073170731707318	55.46341463414634	4.3065365664813	16.642359542846698	0.0	0.0	0.0	0.0
AT1G50120	2272	9087	91	4484	0.02007136485280999	0.2777777777777778	49.82222222222222	1.32627814324654	7.20999202728271	1.1940673705379587e-05	3.770739064856712e-06	2.369281045751634e-05	1.674338360450915e-05
AT1G50140	2273	9091	174	9395	0.0184140500266099	0.5606936416184971	54.30635838150289	0.689599695649603	12.2472500801086	2.2306071551427587e-05	6.987444100447196e-06	2.3162185836533925e-05	8.953360464873196e-06
AT1G50170	2274	9095	45	1819	0.024189114898295765	0.045454545454545456	41.34090909090909	2.05409006350919	5.26160802841187	0.0	0.0	0.0002553104575163399	0.0001646702971466207
AT1G50200	2277	9107	151	7329	0.020466639377814164	0.5771812080536913	48.86	0.513819433255373	3.0501040220260602	3.242037555763046e-06	3.890445066915655e-06	2.6124791001671985e-05	3.916919008984705e-06
AT1G50240	2278	9111	180	7884	0.022704211060375443	0.39325842696629215	44.04469273743017	2.2772650606930296	9.66271419525146	1.5696865165819415e-05	1.8911885741951103e-06	1.3130252100840337e-05	4.405832420209354e-06
AT1G50250	2279	9115	90	2921	0.03046901745977405	0.05555555555555555	32.82022471910113	3.5090406256207003	20.904546833038303	6.968473663975393e-06	4.9245245895615136e-06	0.00010212418300653596	6.586811885864829e-05
AT1G50260	2280	9119	103	4177	0.02441943978932248	0.4174757281553398	40.950980392156865	1.3987867362458601	9.89246802330017	9.531590413943353e-06	4.71691396396753e-06	2.5649794801641587e-05	5.699954400364798e-06
AT1G50300	2283	9131	82	3441	0.023539668700959023	0.30864197530864196	42.48148148148148	1.1265224725220901	4.3414340496063195	2.5531045751633985e-06	3.007634239041827e-06	1.6339869281045753e-05	1.1320593513522073e-05
AT1G50310	2284	9135	79	2189	0.03563270899954317	0.038461538461538464	28.064102564102566	4.06549828958511	18.776759719848602	8.169934640522876e-07	1.6339869281045753e-06	8.850762527233116e-05	6.808278867102396e-05
AT1G50370	2285	9139	64	3366	0.01871657754010695	0.25	53.42857142857143	1.23782151978877	4.93716397285461	0.0	0.0	6.510416666666667e-05	1.9275516838415928e-05
AT1G50380	2286	9143	101	4243	0.023568230025925053	0.21212121212121213	42.43	1.09828992988481	6.014780020713809	4.451566951566952e-06	5.157982341312691e-06	5.057578586990352e-05	7.780890133831312e-06
AT1G50410	2288	9151	120	5409	0.022000369754113513	0.5338983050847458	45.45378151260505	0.872419617804033	4.73569006919861	3.0451574569221628e-05	6.124636995866994e-06	2.4639485423799148e-05	4.492299013302411e-06
AT1G50420	2289	9155	61	2510	0.02390438247011952	0.01639344262295082	41.833333333333336	2.93692384564652	7.83718013763428	0.0	0.0	0.0	0.0
AT1G50430	2290	9159	77	3664	0.02074235807860262	0.27631578947368424	48.21052631578947	1.76762363365606	16.7007580757141	1.0398098633392751e-05	5.145724324328215e-06	0.0	0.0
AT1G50440	2291	9163	47	2083	0.022083533365338453	0.1702127659574468	45.28260869565218	1.3557875235988301	4.8034561157226605	0.0	0.0	7.148692810457517e-05	3.5376854729756476e-05
AT1G50450	2292	9167	72	2666	0.02663165791447862	0.18571428571428572	37.54929577464789	2.17118757247925	7.131978130340579	2.5083132668271986e-06	2.9548687260761814e-06	2.513826043237808e-05	1.777543441896801e-05
AT1G50480	2294	9175	66	2976	0.021841397849462367	0.47619047619047616	45.78461538461538	3.2791952464849703	27.8292203903198	8.046147752030106e-06	6.189344424638542e-06	3.6764705882352945e-05	8.169934640522882e-06
AT1G50500	2295	9179	165	8122	0.020192070918492983	0.5214723926380368	49.52439024390244	0.641643044961915	3.68810396194458	9.42684766214178e-06	6.2845651080945196e-06	1.0332564398308343e-05	7.079450145451862e-06
AT1G50510	2296	9183	55	3073	0.01757240481614058	0.32727272727272727	56.90740740740741	1.75927451943594	5.49857602119446	7.176293940999823e-06	5.520226108461403e-06	3.6310820624546116e-05	2.567562749406491e-05
AT1G50520	2297	9187	44	1601	0.026858213616489695	0.5909090909090909	37.23255813953488	1.2056895762682	3.00802402496338	6.01397966594045e-05	3.343073679796713e-05	3.535067873303168e-05	4.71342383107089e-06
AT1G50570	2298	9191	47	1995	0.02305764411027569	0.2127659574468085	43.369565217391305	1.82126223150302	3.92989792823791	4.968203497615262e-06	9.936406995230525e-06	1.4297385620915032e-05	1.6842751738634235e-05
AT1G50575	2299	9195	34	1793	0.018404907975460124	0.20588235294117646	54.33333333333333	2.71577196811375	5.77728586196899	0.0	0.0	7.294584500466853e-05	4.704865632760591e-05
AT1G50580	2300	9199	42	1206	0.03399668325041459	0.0975609756097561	29.414634146341466	5.252947456836701	15.8980940818787	1.1040452216922804e-05	7.649049671298698e-06	0.00013276143790849672	0.00010212418300653594
AT1G50590	2301	9203	30	1560	0.01858974358974359	0.06666666666666667	53.793103448275865	2.16297587575139	3.86963610649109	0.0	0.0	0.0	0.0
AT1G03475	119	475	59	2390	0.024267782426778243	0.17543859649122806	41.206896551724135	2.32564557389337	7.656656074523929	1.0864274787929356e-05	7.007246687090242e-06	0.0	0.0
AT1G03495	120	479	37	1260	0.02857142857142857	0.06060606060606061	35.0	2.44530720515893	5.68721597194672	0.0	0.0	7.148692810457515e-05	8.421375869317117e-05
AT1G03520	122	487	57	2369	0.023638666103841282	0.30357142857142855	42.30357142857143	2.5512008954067595	6.1738798618316695	1.6758840288252053e-05	5.925144806322671e-06	1.5618992695117262e-05	1.2014609765474818e-05
AT1G03530	123	491	82	3163	0.025608599430920014	0.2962962962962963	39.04938271604938	1.76258134034964	5.279082012176509	0.0	0.0	4.0849673202614376e-05	0.0
AT1G03540	124	495	72	1824	0.03892543859649123	0.2222222222222222	25.69014084507042	2.47490592189133	6.01706185340881	1.5318627450980392e-05	1.1014581050523387e-05	8.169934640522877e-05	2.888508093082302e-05
AT1G03545	125	499	53	2025	0.02567901234567901	0.2692307692307692	38.94230769230769	0.866502699468817	2.38955078125	6.987444100447197e-06	5.374957000343997e-06	4.376750700280112e-06	8.753501400560223e-06
AT1G03550	126	503	56	2317	0.023737591713422528	0.32727272727272727	42.12727272727273	0.79205551551034	2.38955078125	1.3800565271153506e-05	8.901097143060579e-06	2.8367828612926654e-05	1.8296699682957855e-05
AT1G03560	127	507	88	2267	0.038376709307454786	0.3068181818181818	26.057471264367816	3.52032171345275	17.264413881301902	2.3438337083467264e-06	2.7611068423990548e-06	2.8746066327765677e-05	9.077705156136529e-06
AT1G03610	129	515	61	2212	0.027124773960216998	0.016666666666666666	36.86666666666667	2.2134221707160298	3.8285619974136402	0.0	0.0	0.0	0.0
AT1G03620	130	519	78	3600	0.021388888888888888	0.038461538461538464	46.753246753246756	2.89161318067002	5.5339220046997095	7.625272331154684e-06	3.7735311711740247e-06	0.0	0.0
AT1G03650	131	523	39	1185	0.032067510548523206	0.08108108108108109	31.18421052631579	9.50970367193222	21.9868598937988	0.0	0.0	0.0	0.0
AT1G03687	132	527	65	2253	0.028406569019085663	0.12307692307692308	35.203125	1.8958738795620302	4.830055999755861	2.149982800137599e-06	4.299965600275198e-06	9.701797385620914e-05	3.0637254901960784e-05
AT1G03740	133	531	91	3583	0.025118615685180017	0.1978021978021978	39.81111111111111	1.5962294019366599	7.30166182518005	8.393768466290625e-07	1.678753693258125e-06	1.8155410312273058e-05	2.567562749406491e-05
AT1G03750	134	535	90	3283	0.027109351203167834	0.25555555555555554	36.8876404494382	2.9077523432672	19.553818321228	1.463271875914545e-05	0.0	3.3745382210855355e-05	1.0656436487638532e-05
AT1G03760	135	539	63	2219	0.02794051374493015	0.015873015873015872	35.79032258064516	1.55049830281988	4.73601598739624	2.3060299388572634e-06	2.716572861070038e-06	0.0	0.0
AT1G03770	136	543	69	2909	0.023375730491577863	0.36231884057971014	42.779411764705884	1.42329202937701	5.44753999710083	6.034610814022579e-06	4.642008318478906e-06	4.656862745098039e-05	9.386540272120959e-06
AT1G03830	137	547	140	4823	0.028820236367406177	0.46616541353383456	34.697841726618705	2.02245148559218	6.501987838745119	1.9561815336463226e-05	6.904170118751726e-06	1.844823951085811e-05	9.129510898001675e-06
AT1G03860	138	551	68	2585	0.025918762088974853	0.23880597014925373	38.582089552238806	1.4593740921670701	8.694833266735081	6.407791874919903e-06	9.06198617437585e-06	6.382761437908497e-05	4.116757428665518e-05
AT1G03890	139	555	79	1635	0.047706422018348627	0.025974025974025976	20.96153846153846	4.051001469712509	12.7539698600769	8.714596949891069e-06	6.162150598575578e-06	0.0	0.0
AT1G03900	140	559	76	1890	0.03968253968253968	0.09210526315789473	25.200000000000003	1.1620518616059898	1.90730404853821	3.848157620536137e-06	2.9601212465662593e-06	0.00014589169000933706	9.409731265521182e-05
AT1G03905	141	563	76	2578	0.02909231962761831	0.10526315789473684	34.373333333333335	2.1303594001621597	9.27690591812134	9.311322568242983e-06	4.205113417916186e-06	3.319035947712418e-05	2.5531045751633984e-05
AT1G03910	142	567	125	4501	0.027549433459231283	0.488	36.29838709677419	0.841076144414103	3.74310202598572	7.3401756535947706e-06	9.227451168556577e-06	2.9800171434694094e-05	2.7611068423990543e-06
AT1G03930	143	571	92	3568	0.025504484304932736	0.34782608695652173	39.208791208791204	1.78933972279231	10.0045198440552	2.4169389978213505e-05	7.237299709105834e-06	0.0	0.0
AT1G03940	144	575	53	1833	0.028368794326241134	0.04081632653061224	35.25	1.55729569765654	2.7028619766235398	0.0	0.0	0.0	0.0
AT1G03960	145	579	82	4195	0.019308700834326578	0.23170731707317074	51.79012345679013	1.47484917859922	6.44820404052734	1.3292353978628487e-05	2.6734526569260697e-06	5.6974544203646373e-05	2.516490348881928e-05
AT1G03980	146	583	51	2746	0.01820830298616169	0.0	54.92	2.05934660696147	7.66643009185791	0.0	0.0	nan	nan
AT1G03993	147	587	20	678	0.028023598820058997	0.0	35.68421052631579	1.7026866682370503	3.06833000183105	0.0	0.0	nan	nan
AT1G04010	148	591	114	5295	0.02134088762983947	0.14912280701754385	46.858407079646014	0.967186373528444	5.52923393249512	6.316959773600162e-07	1.2633919547200323e-06	1.6820453671664744e-05	1.9815002045452043e-05
AT1G04020	149	595	69	3704	0.0183585313174946	0.18840579710144928	54.470588235294116	5.66444794218262	28.4603996276855	0.0	0.0	0.0	0.0
AT1G04027	150	599	5	126	0.031746031746031744	0.8	31.5	0.36675834953784897	0.711273801326752	0.0	0.0	0.0	0.0
AT1G04030	151	603	58	2371	0.024040489245044285	0.23214285714285715	41.59649122807018	3.55736435792025	12.4559881687164	0.0	0.0	0.0	0.0
AT1G04050	152	607	88	4157	0.020928554245850373	0.41379310344827586	47.7816091954023	2.547892848113	7.058713984489441	1.8021914648212227e-05	2.402921953094964e-06	2.7233115468409585e-05	0.0
