chromosome	gene_start	gene_end	gene_ID	start	end	segment_no	mean_h2az	max_h2az
CHR5	4432297	4437148	AT5G13740	4436390	4436450	14500	3.738537025	4.225642014
CHR5	4437804	4441701	AT5G13750	4439203	4440083	14501	0.972241457	1.311000431
CHR5	4441858	4445014	AT5G13760	4443111	4444491	14502	1.579725538	3.667996001
CHR5	4445423	4447476	AT5G13770	4446278	4447919	14503	0.554073118	1.211390412
CHR5	4447259	4448675	AT5G13780	4446278	4447919	14504	0.554073118	1.211390412
CHR5	4451733	4454813	AT5G13800	4452367	4452446	14505	1.713916224	1.827753025
CHR5	4451733	4454813	AT5G13800	4453219	4453900	14506	0.958324464	2.524251986
CHR5	4455148	4457019	AT5G13810	4456045	4456371	14507	2.625548372	5.144425988
CHR5	4460840	4464737	AT5G13820	4462134	4462473	14508	0.701302291	0.835039592
CHR5	4468508	4471466	AT5G13840	4469575	4469629	14509	10.94402695	11.01709194
CHR5	4474922	4477090	AT5G13870	4475278	4475845	14510	5.936482385	11.9067379
CHR5	4481122	4481950	AT5G13900	4481607	4481643	14511	19.35551033	19.35551033
CHR5	4482128	4483247	AT5G13910	4482781	4482817	14512	3.299663997	3.627573991
CHR5	4490263	4495753	AT5G13940	4492509	4492552	14513	2.575200009	2.591436005
CHR5	4495844	4500735	AT5G13950	4496075	4499622	14514	0.373572849	1.439569998
CHR5	4501362	4506250	AT5G13960	4502257	4506034	14515	0.501555139	2.307425976
CHR5	4508406	4514666	AT5G13980	4509355	4513781	14516	0.716060405	2.135436845
CHR5	4514568	4516892	AT5G13990	4514721	4516153	14517	1.050219965	3.118767643
CHR5	4523421	4526167	AT5G14020	4525205	4525617	14518	2.679094442	3.359736013
CHR5	4526766	4529614	AT5G14030	4527593	4528192	14519	0.468765658	1.069894207
CHR5	4533131	4535327	AT5G14050	4534025	4534881	14520	1.65417388	2.714843988
CHR5	4535367	4539323	AT5G14060	4536581	4538415	14521	0.804778053	3.122282076
CHR5	4543068	4545416	AT5G14080	4543617	4544515	14522	0.789011284	1.917691994
CHR5	4547202	4549675	AT5G14090	4547202	4549702	14523	0.401615015	0.71326099
CHR5	4549438	4551843	AT5G14100	4547202	4549702	14524	0.401615015	0.71326099
CHR5	4555821	4558710	AT5G14120	4557713	4558263	14525	0.48524655	0.775003195
CHR5	4561449	4563893	AT5G14140	4562736	4563893	14526	0.436178266	0.746214813
CHR5	4568480	4570994	AT5G14170	4568819	4570303	14527	2.026553325	5.645211983
CHR5	4576123	4578402	AT5G14200	4576957	4577687	14528	3.53844415	7.320510006
CHR5	4578378	4582856	AT5G14210	4578617	4578681	14529	0.948697388	1.055976993
CHR5	4578378	4582856	AT5G14210	4579333	4580371	14530	0.794903888	2.046134019
CHR5	4582629	4587653	AT5G14220	4583261	4586623	14531	0.314008357	0.922078013
CHR5	4591690	4595964	AT5G14230	4594273	4596707	14532	0.846188778	3.024363995
CHR5	4595928	4597708	AT5G14240	4594273	4596707	14533	0.846188778	3.024363995
CHR5	4597868	4600835	AT5G14250	4599185	4599891	14534	0.362068787	0.589113808
CHR5	4600904	4604482	AT5G14260	4601841	4604119	14535	0.597584756	1.234045982
CHR5	4604608	4608921	AT5G14270	4605312	4605342	14536	1.383032191	1.383032191
CHR5	4604608	4608921	AT5G14270	4605831	4608350	14537	0.711727822	2.910455942
CHR5	4612097	4614401	AT5G14290	4612453	4612487	14538	3.162051964	3.162051964
CHR5	4615163	4617633	AT5G14310	4616597	4617246	14539	0.495803125	0.656101996
CHR5	4617218	4618981	AT5G14320	4616597	4617246	14540	0.495803125	0.656101996
CHR5	4627140	4628703	AT5G14350	4627503	4628063	14541	0.933381917	1.21560359
CHR5	4637287	4639835	AT5G14390	4637737	4638605	14542	1.732814948	3.147977972
CHR5	4648081	4651442	AT5G14420	4648453	4650363	14543	1.09792795	1.798811615
CHR5	4652915	4655973	AT5G14430	4653819	4655389	14544	0.6197272	1.085549188
CHR5	4655903	4657907	AT5G14440	4656901	4657159	14545	0.556010332	0.85453499
CHR5	4658441	4660175	AT5G14450	4659417	4660030	14546	1.164539187	2.451660782
CHR5	4660059	4662668	AT5G14460	4660773	4661312	14547	0.509695681	0.869581604
CHR5	4662775	4664681	AT5G14470	4663194	4663283	14548	2.010760021	2.36031003
CHR5	4667774	4670213	AT5G14480	4668825	4669675	14549	2.465644271	6.882108116
CHR5	4670289	4672958	AT5G14490	4671319	4671353	14550	8.745531082	10.78298216
CHR5	4680540	4684472	AT5G14520	4681169	4683263	14551	0.734864614	2.567743802
CHR5	4684597	4687023	AT5G14530	4685383	4685629	14552	0.685576801	0.850282407
CHR5	4687069	4689923	AT5G14540	4687349	4688939	14553	0.714796547	3.248819971
CHR5	4691006	4694055	AT5G14550	4691473	4692224	14554	1.438688506	2.609494627
CHR5	4697207	4703091	AT5G14580	4697731	4701935	14555	1.425843083	5.993139982
CHR5	4703298	4706826	AT5G14590	4704179	4705841	14556	0.667202461	1.762596822
CHR5	4706891	4709163	AT5G14600	4707858	4708747	14557	0.607232616	0.984261787
CHR5	4710563	4715076	AT5G14610	4712640	4714407	14558	7.112442199	17.0969202
CHR5	4715105	4718704	AT5G14620	4715886	4717688	14559	0.456803993	0.7293652
CHR5	4718994	4722371	AT5G14640	4719663	4721363	14560	0.645082526	1.057850206
CHR5	4724407	4726675	AT5G14650	4724533	4727705	14561	1.742409644	6.13492198
CHR5	4726641	4728746	AT5G14660	4724533	4727705	14562	1.742409644	6.13492198
CHR5	4730836	4733225	AT5G14680	4731733	4732469	14563	0.643541634	1.522207206
CHR5	4746264	4747934	AT5G14710	4747265	4747341	14564	0.846843988	0.871074986
CHR5	4747860	4753781	AT5G14720	4748784	4752161	14565	0.371471637	1.174273819
CHR5	4768263	4772153	AT5G14760	4769969	4771879	14566	1.215140218	6.264650059
CHR5	4772117	4775833	AT5G14770	4772542	4774977	14567	0.401009323	1.237189591
CHR5	4782909	4785847	AT5G14790	4783935	4785445	14568	0.840238008	2.54691999
CHR5	4785960	4787996	AT5G14800	4786154	4786291	14569	7.437049357	7.58927002
CHR5	4785960	4787996	AT5G14800	4787650	4787685	14570	0.799352905	0.887382603
CHR5	4792072	4794153	AT5G14820	4792398	4793195	14571	NA	NA
CHR5	4801870	4805036	AT5G14850	4802486	4803699	14572	0.722816332	1.70226202
CHR5	4808091	4811093	AT5G14870	4808337	4809023	14573	5.450196598	11.82990818
CHR5	4813931	4817881	AT5G14880	4815687	4816515	14574	4.509067753	8.425965881
CHR5	4813931	4817881	AT5G14880	4817419	4817462	14575	4.764277005	5.430037975
CHR5	4837071	4842067	AT5G14950	4837509	4840249	14576	0.806528774	4.440613985
CHR5	4843855	4846664	AT5G14960	4845589	4845865	14577	1.403211997	1.704871988
CHR5	4850668	4853087	AT5G14990	4851777	4851809	14578	3.082599962	3.230237961
CHR5	4857147	4859125	AT5G15010	4857995	4858628	14579	0.533081525	0.878753197
CHR5	4859127	4866034	AT5G15020	4859808	4864801	14580	0.312316326	0.882008183
CHR5	4876515	4885836	AT5G15070	4879485	4879573	14581	1.47483325	1.558034182
CHR5	4876515	4885836	AT5G15070	4880609	4881485	14582	1.943149534	5.154539919
CHR5	4876515	4885836	AT5G15070	4882835	4884835	14583	2.074346946	5.065861988
CHR5	4886029	4888817	AT5G15080	4887857	4888543	14584	1.908745546	3.752452087
CHR5	4888964	4891603	AT5G15090	4889785	4889868	14585	0.504854804	0.754792601
CHR5	4895750	4897966	AT5G15110	4896711	4896751	14586	2.687603641	2.687603641
CHR5	4904290	4907094	AT5G15130	4906635	4906676	14587	3.716025019	3.731582022
CHR5	4913699	4915976	AT5G15150	4914061	4914145	14588	10.814851	10.84094601
CHR5	4925850	4929502	AT5G15170	4926489	4928463	14589	0.74703256	1.541674018
CHR5	4947577	4950445	AT5G15240	4949541	4949568	14590	1.49557941	1.563828015
CHR5	4952881	4955027	AT5G15260	4953868	4953943	14591	0.743348309	0.817283607
CHR5	4958303	4962102	AT5G15270	4958817	4961173	14592	0.514892666	2.079644012
CHR5	4962149	4966170	AT5G15280	4963431	4965875	14593	1.041475749	3.862053919
CHR5	4968089	4970045	AT5G15300	4968099	4969053	14594	0.966984385	1.726739979
CHR5	4977470	4979076	AT5G15320	4978389	4978563	14595	0.339331392	0.403726
CHR5	4980374	4982231	AT5G15330	4981893	4981959	14596	0.587262456	0.759072787
CHR5	4982273	4984398	AT5G15340	4982849	4983103	14597	6.346839775	8.22592411
CHR5	4982273	4984398	AT5G15340	4983627	4983640	14598	2.059307981	2.059307981
CHR5	4997489	5003253	AT5G15400	4997861	5001609	14599	0.412604562	1.428844005
CHR5	5003226	5006882	AT5G15410	5004101	5005389	14600	2.675003696	10.57764406
CHR5	5012061	5014281	AT5G15440	5013095	5016868	14601	0.936360229	6.14971602
CHR5	5014212	5018347	AT5G15450	5013095	5016868	14602	0.936360229	6.14971602
CHR5	5018680	5020926	AT5G15460	5019081	5020105	14603	1.026498007	2.576357985
CHR5	5020941	5024750	AT5G15470	5021506	5023591	14604	0.521372165	1.217856002
CHR5	5025952	5027160	AT5G15480	5026393	5026440	14605	3.526878929	3.806467915
CHR5	5027638	5030245	AT5G15490	5028279	5029267	14606	1.679303556	3.269366002
CHR5	5033933	5036824	AT5G15510	5035853	5035966	14607	2.419208709	3.32892406
CHR5	5040957	5045549	AT5G15537	5040975	5041499	14608	3.128060671	5.411154032
CHR5	5040957	5045549	AT5G15537	5044383	5044433	14609	0.38272579	0.417518988
CHR5	5047515	5057666	AT5G15540	5048185	5056725	14610	0.568619193	3.559352064
CHR5	5058672	5062144	AT5G15550	5059206	5061131	14611	0.535872328	1.523537993
CHR5	5066204	5068199	AT5G15570	5066948	5068041	14612	0.790070084	2.249616003
CHR5	5068237	5072492	AT5G15580	5068965	5070229	14613	1.489222129	2.651147985
CHR5	5079458	5082288	AT5G15610	5080277	5081759	14614	0.702185464	2.397909355
CHR5	5082465	5084136	AT5G15620	5083845	5084136	14615	3.639673962	4.334781933
CHR5	5084524	5086811	AT5G15630	5084524	5084576	14616	1.955342007	2.095758009
CHR5	5087219	5090047	AT5G15640	5088697	5089739	14617	0.531952547	0.890708196
CHR5	5092140	5095302	AT5G15650	5093609	5093869	14618	1.326281034	2.118801206
CHR5	5100916	5111105	AT5G15680	5101369	5110143	14619	0.589203135	3.456547952
CHR5	5114761	5121841	AT5G15700	5116273	5120576	14620	0.462320092	1.711829841
CHR5	5122428	5124947	AT5G15710	5123403	5125651	14621	0.396579144	1.268215394
CHR5	5124525	5126486	AT5G15720	5123403	5125651	14622	0.396579144	1.268215394
CHR5	5130449	5133267	AT5G15730	5131770	5133083	14623	0.510723959	0.76320101
CHR5	5134507	5137707	AT5G15740	5135139	5135633	14624	1.185323045	1.725994015
CHR5	5148722	5151433	AT5G15790	5149941	5150622	14625	1.59013967	2.178058004
CHR5	5148722	5151433	AT5G15790	5151410	5152007	14626	2.806324232	3.735029984
CHR5	5151334	5154253	AT5G15800	5151410	5152007	14627	2.806324232	3.735029984
CHR5	5157841	5161363	AT5G15810	5158775	5160967	14628	0.945396205	2.808561969
CHR5	5161724	5163195	AT5G15820	5162607	5163009	14629	0.807090028	0.919350398
CHR5	5170162	5173085	AT5G15840	5171247	5171461	14630	0.484295339	0.540881217
CHR5	5170416	5172382	AT5G15843	5171247	5171461	14631	0.484295339	0.540881217
CHR5	5173081	5178291	AT5G15845	5173465	5173478	14632	0.935068786	0.935068786
CHR5	5173081	5178291	AT5G15845	5174643	5174788	14633	1.10636104	1.294309187
CHR5	5178157	5181761	AT5G15860	5178797	5179395	14634	1.611318324	5.452107811
CHR5	5182367	5184948	AT5G15870	5183339	5183360	14635	2.672255546	2.81622535
CHR5	5185651	5187706	AT5G15880	5187015	5189348	14636	0.848585896	2.649156046
CHR5	5189376	5192176	AT5G15900	5189376	5190121	14637	2.553071158	7.968899822
CHR5	5192842	5195396	AT5G15910	5194013	5194233	14638	0.701559079	1.059455991
CHR5	5192842	5195396	AT5G15910	5194835	5194868	14639	1.236154985	1.239467978
CHR5	5195593	5199697	AT5G15920	5196498	5198838	14640	0.5267605	1.21792419
CHR5	5199711	5202452	AT5G15930	5200653	5201851	14641	0.480533644	0.811058193
CHR5	5213062	5215674	AT5G15980	5214569	5215237	14642	0.828104004	1.29359358
CHR5	5223934	5227288	AT5G16000	5226196	5226589	14643	4.687648021	7.663878012
CHR5	5229513	5232311	AT5G16020	5230631	5231013	14644	2.412707337	2.84608798
CHR5	5240675	5243473	AT5G16040	5240933	5242221	14645	1.446144214	2.792023969
CHR5	5243555	5245838	AT5G16050	5244657	5244865	14646	0.410195923	0.471697193
CHR5	5247354	5251179	AT5G16070	5247965	5250141	14647	0.459945927	0.840422189
CHR5	5265473	5268078	AT5G16120	5266664	5267691	14648	1.625443773	4.049936008
CHR5	5268421	5270199	AT5G16130	5269331	5269995	14649	1.379477199	2.226953232
CHR5	5270160	5271963	AT5G16140	5270837	5270912	14650	2.340813589	2.508593988
CHR5	5272476	5275815	AT5G16150	5274750	5274826	14651	2.02731385	2.329696786
CHR5	5272476	5275815	AT5G16150	5275301	5275453	14652	0.534160043	0.874103796
CHR5	5279884	5283102	AT5G16180	5281153	5282727	14653	0.516827445	1.115870208
CHR5	5290696	5298169	AT5G16210	5291109	5295739	14654	0.425896889	1.236832786
CHR5	5290696	5298169	AT5G16210	5296481	5297324	14655	0.990144244	3.792465103
CHR5	5298112	5300642	AT5G16220	5298643	5299410	14656	0.49198313	1.01276539
CHR5	5311141	5315834	AT5G16260	5312068	5315353	14657	0.394522891	1.503069621
CHR5	5316197	5322700	AT5G16270	5317031	5322552	14658	0.591781856	3.392346835
CHR5	5323133	5331694	AT5G16280	5323505	5330756	14659	0.295543205	1.236612618
CHR5	5333750	5337784	AT5G16290	5335232	5337331	14660	1.425304294	3.185043955
CHR5	5337895	5342432	AT5G16300	5339166	5340801	14661	0.254443745	0.399832404
CHR5	5342391	5344285	AT5G16310	5342889	5343367	14662	8.587860902	16.4230484
CHR5	5346163	5346977	AT5G16330	5346163	5346171	14663	0.993664205	0.993664205
CHR5	5346163	5346977	AT5G16330	5346503	5346542	14664	1.630985415	1.630985415
CHR5	5360789	5363297	AT5G16390	5361117	5361171	14665	3.652956104	3.840304089
CHR5	5365597	5367612	AT5G16410	5366207	5366240	14666	3.774199963	3.774199963
CHR5	5367971	5370242	AT5G16420	5369205	5369611	14667	0.832670492	1.010338593
CHR5	5371627	5373809	AT5G16440	5372831	5373212	14668	1.875787437	3.313901997
CHR5	5381069	5382939	AT5G16480	5381495	5381722	14669	3.397603019	4.110968018
CHR5	5386524	5389311	AT5G16500	5387679	5387943	14670	1.681178665	2.129845977
CHR5	5392576	5394573	AT5G16510	5393363	5394219	14671	0.638735064	1.104685056
CHR5	5394544	5397466	AT5G16520	5395294	5396197	14672	0.349492554	0.587771004
CHR5	5403069	5405173	AT5G16540	5404487	5404527	14673	20.17675948	20.25576949
CHR5	5405346	5406887	AT5G16550	5406604	5406737	14674	1.097920541	1.147566807
CHR5	5421589	5424749	AT5G16570	5422021	5422047	14675	5.381437969	5.381437969
CHR5	5421589	5424749	AT5G16570	5423811	5423965	14676	1.759318513	1.899806023
CHR5	5425641	5427472	AT5G16580	5426604	5426737	14677	2.773569997	2.906977987
CHR5	5444760	5448355	AT5G16610	5445053	5447300	14678	0.746944523	2.878064036
CHR5	5450620	5454577	AT5G16620	5451545	5452759	14679	0.472874397	0.805215788
CHR5	5454654	5459647	AT5G16630	5455727	5459241	14680	0.540837454	2.292627954
CHR5	5460921	5463017	AT5G16640	5461465	5462483	14681	0.699369292	1.574853992
CHR5	5463177	5465398	AT5G16650	5463387	5464133	14682	0.353324973	0.439220202
CHR5	5465475	5467319	AT5G16660	5465830	5465885	14683	1.080293995	1.094058394
CHR5	5467228	5473592	AT5G16680	5467715	5471022	14684	0.605826484	2.726631618
CHR5	5467228	5473592	AT5G16680	5471594	5472306	14685	0.319590211	0.401862195
CHR5	5474366	5480067	AT5G16690	5475869	5478109	14686	1.344012814	5.332998085
CHR5	5474366	5480067	AT5G16690	5478731	5479621	14687	1.333408966	2.190486002
CHR5	5483260	5485185	AT5G16710	5484727	5484783	14688	1.323635998	1.405648994
CHR5	5485203	5493548	AT5G16715	5486662	5488133	14689	0.609283983	1.07693541
CHR5	5485203	5493548	AT5G16715	5488962	5491307	14690	0.445849544	1.312072194
CHR5	5485203	5493548	AT5G16715	5492297	5492617	14691	0.841605715	0.900748181
CHR5	5497524	5500985	AT5G16730	5498923	5500677	14692	0.537071313	1.713809967
CHR5	5504242	5509361	AT5G16750	5504721	5508539	14693	0.502426704	1.21037097
CHR5	5514717	5517153	AT5G16770	5515346	5515439	14694	1.679138323	2.162377977
CHR5	5515707	5522261	AT5G16780	5518309	5520832	14695	0.310829084	0.574150997
CHR5	5524273	5526597	AT5G16800	5524509	5524999	14696	1.557957467	2.546262026
CHR5	5526689	5529978	AT5G16810	5527217	5529291	14697	3.265846734	9.846494007
CHR5	5530195	5532889	AT5G16820	5531304	5532420	14698	0.606307476	0.949198198
CHR5	5535845	5538250	AT5G16840	5536985	5538155	14699	0.614829747	1.31228677
CHR5	5538180	5543657	AT5G16850	5539437	5540621	14700	2.02330785	2.786942005
CHR5	5538180	5543657	AT5G16850	5541751	5542747	14701	3.000119064	6.419520092
CHR5	5543834	5546537	AT5G16860	5544595	5546537	14702	1.012485352	4.524208993
CHR5	5546811	5548777	AT5G16870	5546811	5548119	14703	0.472797896	1.18675521
CHR5	5548914	5551509	AT5G16880	5549609	5551283	14704	1.073914404	1.827593374
CHR5	5551627	5554919	AT5G16890	5552765	5554668	14705	1.73626378	16.26707001
CHR5	5555057	5559997	AT5G16900	5556577	5556733	14706	1.266054961	1.692467999
CHR5	5560607	5565660	AT5G16910	5562011	5562571	14707	1.638714163	5.875427139
CHR5	5560607	5565660	AT5G16910	5562907	5564809	14708	0.599014236	1.650386
CHR5	5567000	5568128	AT5G16920	5567313	5567385	14709	3.098462987	3.212097979
CHR5	5568388	5571859	AT5G16930	5569458	5571438	14710	1.069666646	2.41566
CHR5	5578846	5581311	AT5G16980	5580481	5580598	14711	2.305592696	2.363546014
CHR5	5581524	5584466	AT5G16990	5582015	5582560	14712	3.117722334	4.434402037
CHR5	5584708	5587237	AT5G17000	5586243	5586340	14713	1.948930637	2.010231972
CHR5	5587344	5592534	AT5G17010	5588037	5591780	14714	0.672546816	1.518804026
CHR5	5594632	5602969	AT5G17020	5595975	5602289	14715	0.296624739	0.737209404
CHR5	5603133	5604893	AT5G17030	5603811	5603851	14716	1.845002031	1.845002031
CHR5	5605201	5607128	AT5G17040	5605599	5605623	14717	1.466062319	1.618450022
CHR5	5610741	5613074	AT5G17060	5611792	5612725	14718	0.472006515	0.763712406
CHR5	5613307	5616233	AT5G17070	5614678	5615421	14719	0.415837794	0.866725194
CHR5	5639646	5642623	AT5G17160	5641427	5641555	14720	2.291150498	2.551973987
CHR5	5643118	5647807	AT5G17165	5643207	5643233	14721	1.410712004	1.410712004
CHR5	5659554	5662997	AT5G17230	5660101	5660135	14722	7.808193946	7.808193946
CHR5	5659554	5662997	AT5G17230	5660199	5660260	14723	3.660711177	5.471510017
CHR5	5659554	5662997	AT5G17230	5660555	5661192	14724	3.860589689	8.609309912
CHR5	5666823	5668907	AT5G17240	5667743	5668515	14725	0.794029698	1.502199769
CHR5	5668993	5673656	AT5G17250	5669401	5671301	14726	0.386482806	0.881154388
CHR5	5668993	5673656	AT5G17250	5672197	5672379	14727	0.289745078	0.301334599
CHR5	5675184	5678175	AT5G17260	5676739	5676765	14728	3.019696009	3.276272011
CHR5	5675184	5678175	AT5G17260	5676989	5677111	14729	1.966548556	2.686538076
CHR5	5679922	5685794	AT5G17270	5681111	5685181	14730	0.453245923	0.709783393
CHR5	5686135	5689947	AT5G17290	5687501	5688673	14731	0.564042606	1.075496578
CHR5	5690225	5692992	AT5G17300	5690559	5691333	14732	1.386068102	2.550771999
CHR5	5696478	5700993	AT5G17310	5697508	5698225	14733	1.367539253	1.862507987
CHR5	5696478	5700993	AT5G17310	5698940	5699043	14734	2.299599322	2.571593976
CHR5	5703139	5707637	AT5G17320	5703599	5703625	14735	1.33743701	1.351841021
CHR5	5720283	5721659	AT5G17360	5721316	5721381	14736	0.625409216	0.742836821
CHR5	5720754	5721544	AT5G02695	5721316	5721381	14737	0.625409216	0.742836821
CHR5	5721801	5724751	AT5G17370	5722544	5724037	14738	0.660950473	1.254297793
CHR5	5727473	5728688	AT5G17390	5727935	5728688	14739	0.918827112	1.342276001
CHR5	5728789	5730430	AT5G17400	5728789	5729678	14740	0.691690161	1.212492168
CHR5	5730569	5736695	AT5G17410	5731316	5737306	14741	0.554546717	2.356001973
CHR5	5735174	5735599	AT5G02705	5731316	5737306	14742	0.554546717	2.356001973
CHR5	5736630	5741500	AT5G17420	5731316	5737306	14743	0.554546717	2.356001973
CHR5	5736630	5741500	AT5G17420	5737859	5737889	14744	1.150208807	1.150208807
CHR5	5736630	5741500	AT5G17420	5738503	5740204	14745	1.176970213	1.818722785
CHR5	5749723	5753772	AT5G17440	5750671	5753355	14746	0.366049687	1.235160792
CHR5	5757073	5759817	AT5G17460	5757452	5758081	14747	2.225322443	4.145615911
CHR5	5769318	5772481	AT5G17510	5770267	5771223	14748	0.785187056	2.476343369
CHR5	5772568	5775417	AT5G17520	5773072	5773397	14749	0.947184954	1.247837389
CHR5	5772568	5775417	AT5G17520	5774100	5774247	14750	1.046908465	1.290025818
CHR5	5777469	5782150	AT5G17530	5778995	5782550	14751	0.531244729	1.846364999
CHR5	5781987	5783729	AT5G17540	5778995	5782550	14752	0.531244729	1.846364999
CHR5	5786414	5788304	AT5G17550	5786835	5787153	14753	0.546857323	0.691516602
CHR5	5794968	5797944	AT5G17580	5795403	5796662	14754	1.4207917	4.866086054
CHR5	5794968	5797944	AT5G17580	5797385	5797431	14755	2.429340029	2.437558031
CHR5	5797184	5798027	AT5G17590	5797385	5797431	14756	2.429340029	2.437558031
CHR5	5803892	5805589	AT5G17610	5804493	5804985	14757	0.933430987	1.445912182
CHR5	5805708	5808619	AT5G17620	5805964	5807849	14758	1.020986541	4.692662001
CHR5	5810935	5813316	AT5G17640	5810979	5812191	14759	0.560515709	0.903000402
CHR5	5818548	5820975	AT5G17660	5819427	5819618	14760	1.337063985	1.585787046
CHR5	5820969	5822736	AT5G17670	5821763	5822216	14761	2.280113738	3.18358407
CHR5	5822881	5827153	AT5G17680	5824408	5824537	14762	1.045505142	1.152922809
CHR5	5822881	5827153	AT5G17680	5825012	5825132	14763	1.285294664	1.344759798
CHR5	5822881	5827153	AT5G17680	5825945	5826373	14764	0.420302604	0.633237404
CHR5	5827142	5829763	AT5G17690	5827306	5828874	14765	0.443775586	0.913366985
CHR5	5830570	5834000	AT5G17700	5831697	5832459	14766	1.445495717	1.902877998
CHR5	5839163	5841858	AT5G17710	5839877	5840809	14767	0.497387705	1.14403522
CHR5	5845934	5847653	AT5G17720	5846664	5846707	14768	2.427697992	2.727789974
CHR5	5856235	5857934	AT5G17740	5856235	5856533	14769	8.030292913	9.688318062
CHR5	5856235	5857934	AT5G17740	5857027	5857055	14770	13.87061806	14.58562012
CHR5	5856235	5857934	AT5G17740	5857293	5857620	14771	5.06328584	9.020144176
CHR5	5858695	5860041	AT5G17750	5858803	5859460	14772	8.689895967	13.9158783
CHR5	5858695	5860041	AT5G17750	5859733	5859781	14773	4.104622006	4.567193985
CHR5	5864182	5866809	AT5G17770	5865207	5865287	14774	0.545260492	0.716741991
CHR5	5869696	5872782	AT5G17790	5869915	5871766	14775	0.939080504	2.353561997
CHR5	5898852	5901157	AT5G17850	5900172	5900720	14776	0.538974956	0.967371011
CHR5	5908834	5913317	AT5G17880	5909598	5909729	14777	1.121165496	1.167562187
CHR5	5916862	5923494	AT5G17890	5918185	5918633	14778	0.440134691	0.7393574
CHR5	5916862	5923494	AT5G17890	5920235	5921185	14779	0.175710215	0.422579992
CHR5	5916862	5923494	AT5G17890	5921390	5923048	14780	0.362069494	0.631210786
CHR5	5924372	5927041	AT5G17900	5925389	5926219	14781	0.501714677	0.854309404
CHR5	5927267	5932957	AT5G17910	5928575	5928674	14782	1.82010928	1.943045819
CHR5	5927267	5932957	AT5G17910	5929716	5931995	14783	0.387145588	1.243860006
CHR5	5935038	5939865	AT5G17920	5937399	5937905	14784	2.009549321	3.387122011
CHR5	5935038	5939865	AT5G17920	5938385	5939137	14785	3.75652837	7.400755978
CHR5	5939994	5944481	AT5G17930	5940417	5943391	14786	0.389645254	0.948531985
CHR5	5957080	5960201	AT5G17990	5958175	5958233	14787	1.15075213	1.230484831
CHR5	5957080	5960201	AT5G17990	5958792	5959672	14788	1.314478227	2.986503935
CHR5	5959900	5961642	AT5G18000	5960203	5960309	14789	3.184242662	3.282369995
CHR5	5972379	5974227	AT5G18040	5973464	5973733	14790	0.870460122	1.149013793
CHR5	5974341	5975087	AT5G18050	5974882	5975039	14791	4.216826952	5.400643921
CHR5	5978546	5980599	AT5G18065	5979530	5980085	14792	0.68944213	1.01720739
CHR5	5980769	5983135	AT5G18070	5982142	5982717	14793	1.168239672	2.225523949
CHR5	5987187	5988885	AT5G18100	5987661	5990161	14794	0.974987387	2.254965973
CHR5	5988744	5990681	AT5G18110	5987661	5990161	14795	0.974987387	2.254965973
CHR5	5990909	5994106	AT5G18120	5992266	5992443	14796	0.502949397	0.656101996
CHR5	5998127	6000519	AT5G18140	5999291	5999541	14797	2.250533525	3.352914
CHR5	6002770	6003909	AT5G18160	6003472	6003537	14798	1.838331997	1.93434
CHR5	6006035	6008726	AT5G18170	6007253	6007545	14799	4.055328965	5.470018005
CHR5	6006035	6008726	AT5G18170	6007987	6008829	14800	2.124598442	4.887001991
CHR5	6009812	6014864	AT5G18190	6010211	6013635	14801	0.332292574	0.714918584
CHR5	6018914	6020590	AT5G18220	6019081	6019163	14802	1.768408193	2.202163982
CHR5	6018914	6020590	AT5G18220	6019413	6019496	14803	3.2659679	3.827008992
CHR5	6018914	6020590	AT5G18220	6020211	6020247	14804	1.668305814	1.668305814
CHR5	6021379	6027299	AT5G18230	6021765	6026553	14805	0.415356037	1.535503602
CHR5	6028020	6033342	AT5G18245	6029210	6030658	14806	0.450759482	0.779875213
CHR5	6028020	6033342	AT5G18245	6032833	6032897	14807	1.08123281	1.087031817
CHR5	6028285	6030802	AT5G18240	6029210	6030658	14808	0.450759482	0.779875213
CHR5	6033484	6035546	AT5G18250	6034823	6035009	14809	0.783799849	1.059382808
CHR5	6035619	6037641	AT5G18255	6036824	6036848	14810	1.803402066	1.803402066
CHR5	6035619	6037641	AT5G18255	6036950	6036975	14811	2.140613443	2.225526047
CHR5	6036202	6038106	AT5G18260	6036824	6036848	14812	1.803402066	1.803402066
CHR5	6036202	6038106	AT5G18260	6036950	6036975	14813	2.140613443	2.225526047
CHR5	6050514	6054386	AT5G18280	6051385	6052479	14814	1.442051937	4.644898033
CHR5	6050514	6054386	AT5G18280	6052919	6053141	14815	1.017017989	1.191035187
CHR5	6064170	6066284	AT5G18320	6064686	6064755	14816	1.458497334	1.516900015
CHR5	6068474	6070042	AT5G18330	6068899	6068953	14817	2.091374699	2.222816038
CHR5	6070346	6072334	AT5G18340	6071312	6071367	14818	32.75959244	33.25539646
CHR5	6074069	6078615	AT5G18350	6075947	6075955	14819	3.768108034	3.976868057
CHR5	6074069	6078615	AT5G18350	6076057	6076175	14820	2.391158009	2.672119999
CHR5	6079768	6083077	AT5G18360	6080762	6082823	14821	0.670635964	4.138466001
CHR5	6083401	6089041	AT5G18370	6083777	6084453	14822	1.036931513	3.033971977
CHR5	6083401	6089041	AT5G18370	6085058	6085729	14823	0.770082071	1.706609404
