segment_no	gene_ID	chromosome	gene_start	gene_end	start	end	mean_h2az	max_h2az
9337	AT5G25340	5	8793018	8794784	8794596	8794773	0.600512207	0.806571007
9338	AT5G25360	5	8799710	8802753	8800094	8801950	0.376091317	0.939418018
9339	AT5G25425	5	8848549	8849235	8848770	8848850	0.999748975	1.032449961
9340	AT5G25450	5	8856917	8858476	8857952	8858450	0.933654207	1.369979978
9341	AT5G25480	5	8869865	8872262	8870202	8871600	0.606687713	1.304749966
9342	AT5G25500	5	8880863	8882542	8882302	8882360	0.779011995	1.166599989
9343	AT5G25510	5	8882468	8884838	8882625	8883874	0.585130774	1.826650023
9344	AT5G25520	5	8885088	8889904	8885868	8889860	0.607467247	5.479939938
9345	AT5G25530	5	8889271	8891128	8889295	8890100	0.529135335	1.826650023
9346	AT5G25540	5	8891475	8893036	8891784	8892009	0.604533156	1.304749966
9347	AT5G25560	5	8897797	8901740	8898653	8901267	0.334400941	2.087599993
9348	AT5G25590	5	8906534	8910063	8907052	8908500	0.898957757	3.261869907
9349	AT5G25630	5	8947223	8949741	8948002	8949657	0.682236379	1.435220003
9350	AT5G25640	5	8949515	8951173	8949656	8950400	0.680315133	1.217759967
9351	AT5G25754	5	8953375	8957339	8954201	8956948	0.894973377	5.949649811
9352	AT5G25755	5	8958643	8960968	8958740	8960898	0.335866037	0.913322985
9353	AT5G25756	5	8961488	8963150	8961652	8962554	0.358121788	1.304749966
9354	AT5G25757	5	8965145	8967640	8965513	8966823	0.405677576	0.782848001
9355	AT5G25760	5	8967655	8969369	8968702	8969262	0.610795413	0.92335999
9356	AT5G25770	5	8969215	8972125	8969240	8970576	0.76863286	1.602980018
9357	AT5G25780	5	8973247	8976913	8973802	8976139	0.773626036	11.48180008
9358	AT5G25790	5	8977057	8979296	8977702	8978550	0.950578588	3.653290033
9359	AT5G25800	5	8979571	8982891	8979796	8981961	0.645717618	2.609489918
9360	AT5G25900	5	9035817	9038423	9037002	9037450	1.012389448	1.485399961
9361	AT5G25930	5	9050660	9054143	9052702	9053932	0.918721207	1.826650023
9362	AT5G26030	5	9096451	9099185	9097258	9099180	0.659856909	1.913630009
9363	AT5G26040	5	9099152	9101682	9099179	9100840	0.620313005	3.653290033
9364	AT5G26110	5	9117907	9119841	9118099	9119200	0.59548639	1.267470002
9365	AT5G26130	5	9128110	9128610	9128486	9128506	0.935993493	0.975548983
9366	AT5G26160	5	9142865	9146675	9143652	9146664	0.461724449	1.565700054
9367	AT5G26170	5	9146879	9148391	9146971	9147900	0.511297104	1.174270034
9368	AT5G26180	5	9149073	9153503	9150002	9153055	0.595013919	2.667479992
9369	AT5G26200	5	9157142	9158404	9157902	9158271	0.730997115	1.714810014
9370	AT5G26210	5	9158318	9160493	9158426	9159150	0.454948266	0.991608024
9371	AT5G26240	5	9189425	9194758	9190292	9194707	0.55928097	4.349160194
9372	AT5G26320	5	9238227	9241333	9238502	9239700	0.485701262	1.565700054
9373	AT5G26360	5	9255053	9259028	9255752	9258211	0.610468899	3.783770084
9374	AT5G26570	5	9261479	9267732	9262347	9267350	0.606445173	8.611330032
9375	AT5G26667	5	9275893	9278625	9277003	9278124	0.547515213	1.565700054
9376	AT5G26742	5	9284557	9289003	9285398	9287947	0.564733938	1.913630009
9377	AT5G26740	5	9291839	9294860	9292870	9294701	0.320185185	1.043799996
9378	AT5G26710	5	9305479	9308440	9306386	9308239	0.915234084	3.305360079
9379	AT5G26680	5	9311446	9315550	9311726	9314850	0.679258279	2.609489918
9380	AT5G26670	5	9317968	9321076	9319552	9319850	0.868607511	1.328469992
9381	AT5G26610	5	9375089	9377168	9375662	9376700	1.12685652	3.653290033
9382	AT5G26600	5	9377249	9380063	9378315	9379446	0.543844383	1.391729951
9383	AT5G26751	5	9399377	9402476	9399767	9401274	0.517162548	1.826650023
9384	AT5G26760	5	9403543	9407306	9404052	9406317	0.688989327	3.653290033
9385	AT5G26770	5	9407647	9410138	9407665	9408550	0.908817162	1.913630009
9386	AT5G26780	5	9418137	9422228	9419152	9421650	0.328223495	1.217759967
9387	AT5G26800	5	9425151	9426711	9426026	9426504	0.933920817	1.565700054
9388	AT5G26820	5	9433569	9437158	9434852	9436900	0.63073953	2.261559963
9389	AT5G26830	5	9437187	9441822	9438206	9441415	0.267569306	1.043799996
9390	AT5G26850	5	9445232	9450896	9446402	9449700	1.062168249	9.394180298
9391	AT5G26860	5	9450952	9457000	9451831	9456477	0.668451407	2.27737999
9392	AT5G26880	5	9457691	9459221	9457752	9458650	0.604622699	2.013040066
9393	AT5G26910	5	9465849	9470403	9466178	9469400	0.535667217	3.340150118
9394	AT5G26940	5	9480308	9482818	9481720	9482592	0.470044054	0.869831026
9395	AT5G26970	5	9486874	9487456	9486879	9486948	0.130495999	0.143711001
9396	AT5G26980	5	9488133	9491092	9488524	9490101	0.58669475	2.087599993
9397	AT5G26990	5	9490556	9493964	9492147	9493720	0.465528154	1.565700054
9398	AT5G27020	5	9508098	9508878	9508802	9508867	0.902447969	1.217759967
9399	AT5G27030	5	9508718	9515565	9508866	9514630	0.620622013	6.001840115
9400	AT5G27100	5	9535059	9538444	9535602	9537400	0.887775582	3.392339945
9401	AT5G27120	5	9540861	9544065	9541552	9543450	0.830147867	1.730509996
9402	AT5G27150	5	9553300	9557594	9555137	9557199	0.252872004	0.637875974
9403	AT5G27200	5	9571185	9572213	9571952	9572030	0.869831502	0.956815004
9404	AT5G27210	5	9572066	9574135	9572236	9573371	0.550350829	0.939418018
9405	AT5G27238	5	9593904	9594434	9594009	9594376	0.349959498	0.596455991
9406	AT5G27240	5	9596766	9601233	9597722	9600796	0.572548034	3.340150118
9407	AT5G27260	5	9603943	9604930	9604054	9604389	1.000308016	1.565700054
9408	AT5G27270	5	9605484	9609804	9606452	9609200	0.382055711	2.191979885
9409	AT5G27280	5	9617440	9618481	9618263	9618316	0.60888198	0.695864975
9410	AT5G27290	5	9618392	9620588	9618607	9619100	0.291361102	0.939418018
9411	AT5G27300	5	9620810	9625136	9623252	9623850	0.441637102	0.956815004
9412	AT5G27320	5	9628990	9631291	9630147	9630250	0.476516326	0.567281008
9413	AT5G27360	5	9656949	9662663	9662016	9662193	0.684992254	0.835038006
9414	AT5G27370	5	9667311	9667886	9667346	9667400	0.913334489	0.917020977
9415	AT5G27380	5	9667912	9671015	9668065	9669970	0.411744948	1.491140008
9416	AT5G27395	5	9671393	9674267	9671994	9673331	0.643282611	1.02749002
9417	AT5G27400	5	9676334	9678503	9677452	9677850	0.948188258	1.565700054
9418	AT5G27410	5	9676334	9682940	9677452	9682350	1.12513863	4.001220226
9419	AT5G27430	5	9687339	9690355	9688636	9689439	0.571628463	2.087599993
9420	AT5G27460	5	9693175	9694844	9693255	9694300	0.615677812	1.739660025
9421	AT5G27470	5	9694938	9697389	9695717	9697145	1.000671588	2.870440006
9422	AT5G27490	5	9702835	9704743	9702885	9703950	1.068527822	2.534940004
9423	AT5G27493	5	9703194	9703546	9703402	9703525	0.696980337	0.82634002
9424	AT5G27520	5	9714348	9716418	9714595	9715407	0.255633841	0.521898985
9425	AT5G27540	5	9722416	9727454	9723052	9727428	0.465404358	4.566619873
9426	AT5G27560	5	9731512	9734473	9732441	9734170	0.780601032	3.340150118
9427	AT5G27600	5	9742492	9747024	9743208	9746889	0.345137896	1.043799996
9428	AT5G27610	5	9764135	9769992	9765273	9769500	0.356624034	2.609489918
9429	AT5G27620	5	9771287	9774920	9772102	9774692	0.454239284	2.087599993
9430	AT5G27630	5	9775854	9781002	9780702	9780993	1.007605836	1.356940031
9431	AT5G27640	5	9780609	9785288	9780702	9784655	0.554121678	2.522510052
9432	AT5G27650	5	9785407	9789354	9786252	9789058	0.760770018	9.394180298
9433	AT5G27660	5	9789468	9792378	9790102	9791400	1.116134848	3.45758009
9434	AT5G27710	5	9812931	9815420	9813972	9815116	0.741398205	1.630929947
9435	AT5G27720	5	9815500	9817618	9816408	9817092	0.588779571	1.057530046
9436	AT5G27740	5	9823513	9827243	9824517	9826800	0.643230499	1.714810014
9437	AT5G27770	5	9835884	9837428	9837011	9837360	0.497989874	0.894684017
9438	AT5G27830	5	9861176	9862938	9861902	9862840	1.068234422	2.609489918
9439	AT5G27840	5	9862923	9865172	9862945	9864150	0.582517518	1.304749966
9440	AT5G27860	5	9874718	9876500	9874855	9875692	0.485002001	0.939418018
9441	AT5G27920	5	9941734	9944942	9942752	9942900	0.693380664	1.043799996
9442	AT5G27930	5	9957816	9961374	9958652	9959200	0.750902544	1.530900002
9443	AT5G27950	5	9984044	9988967	9985463	9988200	0.704516178	1.934100032
9444	AT5G27970	5	10004411	10015746	10005152	10015699	0.334488004	1.913630009
9445	AT5G27980	5	10015774	10016879	10015902	10016400	0.142490597	0.192278996
9446	AT5G28010	5	10024623	10026051	10025502	10025965	0.567960897	0.835038006
9447	AT5G28020	5	10026152	10028722	10026602	10026700	1.068332464	1.165079951
9448	AT5G28040	5	10035543	10039286	10035664	10038200	0.491194365	1.304749966
9449	AT5G28050	5	10043907	10046099	10044602	10044864	0.888343652	1.252560019
9450	AT5G28080	5	10089995	10092721	10090802	10091000	0.933238238	1.200369954
9451	AT5G28150	5	10135409	10137105	10136602	10136758	0.760607511	1.091240048
9452	AT5G28190	5	10167850	10170696	10168120	10170206	0.300338658	0.678469002
9453	AT5G28210	5	10188586	10190463	10190002	10190453	0.531277493	1.043799996
9454	AT5G28220	5	10190357	10193123	10190390	10192262	0.347660177	1.043799996
9455	AT5G28320	5	10301936	10306142	10302852	10306136	0.190081498	0.521898985
9456	AT5G28345	5	10317847	10319860	10317848	10319250	0.627104808	2.609489918
9457	AT5G28350	5	10320114	10327374	10320954	10326646	0.258444959	1.304749966
9458	AT5G28390	5	10342024	10342997	10342040	10342802	0.108364584	0.260948986
9459	AT5G28400	5	10344024	10348234	10344030	10347285	0.16358671	0.298227996
9460	AT5G28463	5	10379446	10380973	10380348	10380928	0.289169262	0.615095019
9461	AT5G28510	5	10480757	10484073	10482702	10482900	0.867657244	1.043799996
9462	AT5G28530	5	10524411	10527566	10524533	10526800	0.681443059	2.609489918
9463	AT5G28540	5	10540123	10543558	10541102	10542269	0.454875998	1.739660025
9464	AT5G28640	5	10647467	10650066	10647905	10648100	0.703901246	0.840987027
9465	AT5G28690	5	10722695	10725008	10723052	10723200	0.73452433	0.869831026
9466	AT5G28740	5	10780503	10783996	10781252	10783987	0.440478446	2.348550081
9467	AT5G28750	5	10783974	10785728	10783986	10784779	0.57906976	1.043799996
9468	AT5G28770	5	10796457	10798305	10796762	10797346	0.783255252	1.356940031
9469	AT5G28830	5	10856661	10858687	10858132	10858152	0.73625052	0.82012701
9470	AT5G28840	5	10862016	10864946	10862490	10863592	0.466547525	1.043799996
9471	AT5G28850	5	10876788	10881485	10877037	10880785	0.500885223	4.175189972
9472	AT5G28900	5	10925635	10930462	10926312	10930211	0.342092068	3.131390095
9473	AT5G28910	5	10930539	10933188	10930626	10932426	0.541372108	1.304749966
9474	AT5G28960	5	10996524	10998901	10997502	10997750	0.840007794	1.217759967
9475	AT5G29000	5	11021980	11024978	11022118	11024209	0.581627961	2.783459902
9476	AT5G30495	5	11379907	11381657	11381019	11381567	0.826849344	1.500460029
9477	AT5G30490	5	11611787	11614536	11612553	11614227	0.531992936	1.670079947
9478	AT5G30510	5	11619000	11621298	11619288	11620700	0.799506831	1.333739996
9479	AT5G32440	5	12076717	12078603	12077693	12078450	1.178227307	5.218989849
9480	AT5G32450	5	12079528	12081647	12080568	12081554	0.505640996	2.609489918
9481	AT5G32460	5	12081803	12084161	12082652	12082750	1.043799996	1.043799996
9482	AT5G32470	5	12084897	12088706	12085119	12087855	0.428954987	2.087599993
9483	AT5G32670	5	12440488	12442289	12440875	12441788	0.789011346	1.704869986
9484	AT5G33210	5	12464746	12465764	12465178	12465662	0.226597548	0.604304016
9485	AT5G33280	5	12549143	12552561	12549940	12552150	0.6663196	1.957119942
9486	AT5G33290	5	12558154	12562020	12560283	12561758	1.063342773	4.279570103
9487	AT5G33300	5	12562426	12565780	12563152	12564550	1.126047884	3.44453001
9488	AT5G33320	5	12588741	12591748	12590067	12591565	0.713628133	2.818249941
9489	AT5G34850	5	13107626	13111656	13107626	13110744	0.343690389	1.565700054
9490	AT5G34930	5	13233357	13235763	13234452	13235694	0.396047401	1.174270034
9491	AT5G34940	5	13235741	13238884	13235843	13237000	0.608068195	3.757669926
9492	AT5G35080	5	13354156	13356884	13354434	13356135	0.331996692	2.609489918
9493	AT5G35100	5	13359502	13361905	13359503	13360400	0.853740836	1.435220003
9494	AT5G35160	5	13414629	13417445	13415402	13417212	0.432291622	1.239510059
9495	AT5G35170	5	13419080	13423882	13420602	13423265	0.675021722	1.565700054
9496	AT5G35180	5	13424316	13433067	13425482	13432802	0.344552208	2.957429886
9497	AT5G35190	5	13434151	13435424	13434902	13435066	1.100537509	1.138120055
9498	AT5G35200	5	13462155	13466150	13462496	13465288	0.333863417	2.609489918
9499	AT5G35210	5	13474196	13482591	13474552	13481974	0.457793401	3.131390095
9500	AT5G35220	5	13484403	13487594	13485152	13486400	0.768778087	1.478710055
9501	AT5G35320	5	13521746	13523506	13522727	13523375	0.373883143	0.759126008
9502	AT5G35330	5	13523403	13525834	13523641	13525150	0.794889573	3.537309885
9503	AT5G35360	5	13584104	13588496	13584952	13588353	0.600026114	1.445260048
9504	AT5G35390	5	13596824	13599269	13599002	13599135	0.615460664	0.894684017
9505	AT5G35400	5	13599220	13602355	13599702	13601500	0.469958081	1.356940031
9506	AT5G35410	5	13634399	13638375	13635252	13638376	0.402733678	1.670079947
9507	AT5G35430	5	13661923	13666070	13662680	13666061	0.456562406	4.175189972
9508	AT5G35450	5	13666524	13671200	13668852	13670671	0.652453242	2.087599993
9509	AT5G35460	5	13672463	13675503	13673509	13675100	0.714876032	3.261869907
9510	AT5G35510	5	13698496	13700144	13698963	13699297	0.468377569	0.835038006
9511	AT5G35520	5	13701290	13703241	13702044	13702893	0.83408416	1.391729951
9512	AT5G35530	5	13710026	13712288	13710702	13711416	0.475141997	1.130779982
9513	AT5G35560	5	13742072	13748318	13742387	13747370	0.30524908	2.000610113
9514	AT5G35570	5	13749500	13753567	13749825	13752447	0.323300828	1.101789951
9515	AT5G35580	5	13761823	13764106	13763002	13763249	0.883308601	1.05498004
9516	AT5G35590	5	13765076	13767888	13765124	13767095	0.553104449	2.609489918
9517	AT5G35620	5	13824424	13826444	13824959	13825641	0.262909427	0.379563004
9518	AT5G35640	5	13834633	13835641	13834664	13834790	0.402234654	0.514478981
9519	AT5G35660	5	13852387	13853742	13852647	13853158	0.655623178	0.849474013
9520	AT5G35670	5	13855736	13858059	13856357	13857964	0.603954513	1.342030048
9521	AT5G35680	5	13857921	13859085	13857963	13858300	0.406930717	0.626278996
9522	AT5G35688	5	13864215	13864712	13864220	13864663	0.638628903	1.478710055
9523	AT5G35690	5	13864646	13868362	13864652	13867416	0.519821201	3.305360079
9524	AT5G35695	5	13869120	13869941	13869302	13869846	0.725633543	1.159780025
9525	AT5G35700	5	13872479	13876876	13873152	13876000	0.367507295	2.087599993
9526	AT5G35730	5	13893602	13896976	13894402	13896680	0.517403689	2.818249941
9527	AT5G35732	5	13897778	13899087	13898502	13898893	1.179954134	2.139790058
9528	AT5G35740	5	13910312	13911225	13910452	13911035	0.661720509	1.342030048
9529	AT5G35750	5	13911283	13916805	13911547	13915798	0.490975759	2.261559963
9530	AT5G35753	5	13922418	13925454	13922510	13924705	0.672280815	2.957429886
9531	AT5G35760	5	13934108	13935088	13934202	13934408	0.637013206	2.319550037
9532	AT5G35790	5	13956672	13959830	13957102	13958700	1.097969555	2.713870049
9533	AT5G35810	5	13993428	13994549	13993841	13993854	0.512579501	0.671012998
9534	AT5G35840	5	14007812	14011848	14008618	14011430	0.31719937	0.896090984
9535	AT5G35890	5	14025863	14026726	14026046	14026504	0.188939461	0.596455991
9536	AT5G35910	5	14029574	14035493	14029893	14034900	0.268347358	0.76375401
9537	AT5G35930	5	14066567	14075018	14067502	14073929	0.264022323	0.730657995
9538	AT5G35970	5	14118755	14123362	14119140	14122050	0.778032623	9.568149567
9539	AT5G35980	5	14127960	14136351	14128702	14135970	0.359555695	4.43614006
9540	AT5G35995	5	14136394	14138647	14136423	14138100	0.644827177	4.175189972
9541	AT5G36000	5	14139940	14141892	14140955	14141851	0.97888622	1.491140008
9542	AT5G36001	5	14141641	14143436	14141715	14142150	0.993616886	2.044100046
9543	AT5G36110	5	14195356	14197761	14196802	14196950	0.840837995	1.043799996
9544	AT5G36170	5	14235835	14238072	14236802	14237250	0.534935673	0.927820027
9545	AT5G36210	5	14247479	14253434	14248269	14252351	0.393479801	1.826650023
9546	AT5G36230	5	14273345	14277057	14274252	14276809	0.313074369	0.782848001
9547	AT5G36250	5	14282059	14284684	14283195	14284488	0.408392885	2.000610113
9548	AT5G36260	5	14284832	14288409	14287152	14287800	0.454989073	1.043799996
9549	AT5G36290	5	14302662	14305182	14303552	14304934	0.424732541	1.565700054
9550	AT5G36870	5	14518008	14534060	14519582	14526500	0.93179951	4.459859848
9551	AT5G36880	5	14534585	14540441	14535252	14539533	0.299557218	0.894684017
9552	AT5G36890	5	14541289	14546230	14542002	14545350	0.608724687	2.468980074
9553	AT5G36900	5	14546924	14548203	14546958	14547198	0.312552604	0.59306699
9554	AT5G36930	5	14567444	14573206	14568052	14571700	0.785167488	2.957429886
9555	AT5G36940	5	14590115	14594384	14591067	14593900	0.448587507	1.850370049
9556	AT5G36950	5	14594969	14598395	14595802	14597500	1.059651373	2.283309937
9557	AT5G37020	5	14629453	14634454	14630737	14634214	0.813717114	4.697090149
9558	AT5G37050	5	14640259	14641421	14640302	14641385	0.595162502	1.181139946
9559	AT5G37055	5	14641442	14642513	14641442	14641800	0.767458502	1.043799996
9560	AT5G37070	5	14650913	14652363	14651868	14651961	0.725257655	0.84306699
9561	AT5G37130	5	14681348	14686754	14682395	14686258	0.343440389	1.217759967
9562	AT5G37150	5	14701330	14704562	14701902	14704100	1.17130823	10.9598999
9563	AT5G37190	5	14723144	14726818	14723187	14726048	0.419475171	3.131390095
9564	AT5G37210	5	14729225	14731673	14729532	14730000	0.92346161	1.304749966
9565	AT5G37290	5	14762341	14764410	14763130	14764248	0.857895561	1.696169972
9566	AT5G37310	5	14772456	14776257	14772702	14775355	0.712564235	4.995319843
9567	AT5G37340	5	14787247	14792818	14787685	14792200	0.271674314	1.391729951
9568	AT5G37350	5	14792819	14796045	14793802	14795928	0.528144774	2.957429886
9569	AT5G37360	5	14805213	14808275	14805505	14807247	0.38268943	1.565700054
9570	AT5G37370	5	14812570	14816628	14812937	14815828	0.332707449	3.131390095
9571	AT5G37380	5	14816734	14819346	14817022	14818517	0.814227868	3.479330063
9572	AT5G37410	5	14836575	14838687	14837552	14838422	0.774779333	1.262660027
9573	AT5G37475	5	14866057	14868775	14866260	14868200	0.516894202	1.304749966
9574	AT5G37480	5	14884191	14885969	14884192	14885317	0.73112512	2.609489918
9575	AT5G37510	5	14897329	14900693	14898055	14900482	0.592729038	3.261869907
9576	AT5G37530	5	14906442	14909266	14907302	14908645	0.543373035	0.966479003
9577	AT5G37560	5	14921986	14923790	14921996	14922550	0.40523343	1.130779982
9578	AT5G37570	5	14923911	14926333	14924302	14925356	0.697652311	1.217759967
9579	AT5G37590	5	14927185	14932787	14927351	14932050	0.668932454	4.81306982
9580	AT5G37600	5	14933286	14935885	14934252	14934650	1.015471511	1.442899942
9581	AT5G37630	5	14947227	14952806	14948502	14952150	0.760102986	3.131390095
9582	AT5G37680	5	14969596	14971343	14969945	14970100	0.835762247	1.174270034
9583	AT5G37710	5	14978566	14981620	14980452	14981618	0.643559497	2.348550081
9584	AT5G37720	5	14981619	14984730	14981735	14983897	0.279242894	0.782848001
9585	AT5G37793	5	15022612	15025656	15023602	15025590	0.693239498	1.400889993
9586	AT5G37810	5	15045114	15048012	15045852	15045950	0.998236984	1.101789951
9587	AT5G37830	5	15056188	15060866	15056655	15060200	0.490503862	1.598320007
9588	AT5G37840	5	15062008	15063402	15063179	15063277	0.80067867	0.818497002
9589	AT5G37850	5	15065300	15069094	15066179	15069068	0.526183804	3.653290033
9590	AT5G37890	5	15089678	15091955	15090602	15091248	0.678748696	1.174270034
9591	AT5G37930	5	15102065	15103730	15102552	15103000	0.529462561	1.356940031
9592	AT5G38010	5	15158197	15160314	15159352	15159500	0.884327312	1.217759967
9593	AT5G38040	5	15184947	15186854	15185902	15186700	0.941041561	1.739660025
9594	AT5G38050	5	15187487	15189290	15188652	15188750	1.095989525	1.565700054
9595	AT5G38070	5	15190143	15191689	15190752	15191100	1.144449285	1.356940031
9596	AT5G38110	5	15208358	15210335	15209852	15209950	1.192913532	1.565700054
9597	AT5G38140	5	15220208	15222524	15220467	15222327	0.78342648	4.697090149
9598	AT5G38150	5	15222867	15225192	15222962	15224400	0.678223664	1.304749966
9599	AT5G38210	5	15260750	15265630	15263602	15264450	0.853382412	2.087599993
9600	AT5G38280	5	15293048	15297611	15293445	15294950	1.176257289	2.870440006
9601	AT5G38290	5	15303320	15305597	15304269	15304650	0.874843247	1.391729951
9602	AT5G38340	5	15320375	15324832	15321652	15324735	1.004484581	2.818249941
9603	AT5G38344	5	15325785	15327160	15326652	15327110	0.942028706	2.087599993
9604	AT5G38350	5	15328569	15331528	15328768	15330877	0.884393955	1.826650023
9605	AT5G38360	5	15331711	15333641	15332057	15332600	1.148761443	1.826650023
9606	AT5G38378	5	15344448	15344711	15344527	15344668	0.589466244	0.717611015
9607	AT5G38380	5	15345389	15348463	15346152	15348123	0.461532086	1.913630009
9608	AT5G38420	5	15380907	15382071	15381752	15381935	0.815186754	1.067520022
9609	AT5G38460	5	15397740	15401095	15398464	15400050	0.485772343	1.565700054
9610	AT5G38470	5	15404622	15407745	15405440	15407431	0.453218823	3.131390095
9611	AT5G38480	5	15409684	15411601	15410750	15411290	0.950437335	1.739660025
9612	AT5G38510	5	15417636	15420638	15418502	15419350	0.95373553	2.261559963
9613	AT5G38530	5	15423980	15426576	15425152	15425900	0.628264797	1.284669995
9614	AT5G38560	5	15439249	15443296	15440028	15443275	0.408141406	2.497659922
9615	AT5G38600	5	15456520	15460767	15457562	15460300	0.46332103	4.070809841
9616	AT5G38630	5	15465992	15468185	15466802	15468102	0.861136816	1.696169972
9617	AT5G38640	5	15467679	15470724	15467792	15469929	0.763900906	2.870440006
9618	AT5G38650	5	15470961	15472815	15471352	15472050	0.690066424	2.609489918
9619	AT5G38680	5	15477324	15479040	15478552	15478966	0.816523446	1.159780025
9620	AT5G38690	5	15478701	15483250	15478701	15482011	0.489349827	1.565700054
9621	AT5G38720	5	15508196	15510713	15508436	15509846	1.177600999	8.037240028
9622	AT5G38730	5	15510842	15512934	15511652	15512599	0.617825314	0.861132979
9623	AT5G38747	5	15518329	15521281	15520602	15521006	1.093686879	2.609489918
9624	AT5G38830	5	15545519	15548293	15545733	15547450	0.432604672	1.118350029
9625	AT5G38840	5	15551243	15555077	15551852	15554750	0.443878373	1.113379955
9626	AT5G38850	5	15555156	15558882	15555952	15558215	1.126157959	4.697090149
9627	AT5G38860	5	15558901	15561126	15559778	15561066	0.446967811	1.043799996
9628	AT5G38865	5	15561891	15562982	15561919	15562404	0.204172089	0.711679995
9629	AT5G38880	5	15562939	15569250	15563355	15568600	0.33272388	1.043799996
9630	AT5G38890	5	15569418	15571169	15570380	15570650	0.787725002	1.148180008
9631	AT5G38895	5	15571254	15573526	15572291	15573352	0.606128873	1.565700054
9632	AT5G38910	5	15578749	15579733	15579202	15579480	0.482707838	0.812390029
9633	AT5G38930	5	15585028	15586029	15585180	15585695	0.509405461	2.348550081
9634	AT5G38940	5	15588623	15589791	15589082	15589380	0.290075713	0.356160998
9635	AT5G39020	5	15616770	15619446	15618552	15619000	0.73522778	1.522210002
9636	AT5G39040	5	15625460	15629835	15626452	15629498	0.377486191	1.304749966
9637	AT5G39100	5	15653125	15654028	15653285	15653578	0.304641432	0.446361005
9638	AT5G39110	5	15657697	15658632	15657975	15658219	0.409802401	0.581206024
9639	AT5G39120	5	15662582	15663527	15662646	15663140	0.150777152	0.367262006
9640	AT5G39130	5	15665502	15666472	15665752	15666294	0.418646215	1.518249989
9641	AT5G39140	5	15667173	15667761	15667185	15667732	0.0557118	0.143521994
9642	AT5G39150	5	15669898	15670904	15669956	15670382	0.170817257	0.43491599
9643	AT5G39160	5	15679005	15680141	15679178	15679851	0.378445148	0.835038006
9644	AT5G39170	5	15680731	15681325	15680743	15681296	0.187688496	0.321168989
9645	AT5G39180	5	15683464	15684471	15683520	15684139	0.07618098	0.094890699
9646	AT5G39190	5	15692542	15693735	15692754	15693250	0.98358053	1.565700054
9647	AT5G39200	5	15694238	15695042	15694252	15695011	0.247901995	0.347932994
9648	AT5G39250	5	15724477	15727206	15725102	15725538	1.016720663	2.261559963
9649	AT5G39340	5	15748731	15750891	15749807	15750583	0.404009185	0.599216998
9650	AT5G39360	5	15753006	15754690	15753130	15754028	0.579702204	1.652680039
9651	AT5G39380	5	15758717	15761747	15759252	15760532	0.612598659	1.246760011
9652	AT5G39410	5	15767898	15770456	15768102	15769304	0.560074638	1.623690009
9653	AT5G39450	5	15785717	15788150	15786558	15787796	0.916613154	4.305669785
9654	AT5G39500	5	15814559	15820151	15815402	15819650	0.753307828	4.958040237
9655	AT5G39510	5	15821293	15823840	15822117	15823761	0.534632355	1.774459958
9656	AT5G39520	5	15823735	15825566	15823746	15823950	1.054564822	1.565700054
9657	AT5G39550	5	15837178	15840678	15838902	15839550	1.112120095	2.783459902
9658	AT5G39590	5	15851389	15853990	15852052	15853812	0.614666916	2.261559963
9659	AT5G39600	5	15853929	15855192	15853998	15854400	0.748390221	1.565700054
9660	AT5G39620	5	15864166	15865782	15864652	15865250	0.894801756	2.348550081
9661	AT5G39640	5	15873039	15873269	15873120	15873226	0.140616	0.147202
9662	AT5G39660	5	15878698	15881537	15879900	15880900	0.432086475	1.565700054
9663	AT5G39680	5	15884001	15886449	15884202	15885700	0.995053189	2.609489918
9664	AT5G39710	5	15895682	15898219	15896528	15898085	0.623194746	1.043799996
9665	AT5G39730	5	15901569	15902958	15902502	15902638	1.089295348	1.284669995
9666	AT5G39740	5	15903279	15905532	15904116	15905123	0.562424475	1.304749966
9667	AT5G39770	5	15919241	15927549	15919373	15927450	0.221317561	3.479330063
9668	AT5G39775	5	15923803	15924404	15923821	15924397	0.112360467	0.282108009
9669	AT5G39790	5	15932505	15935270	15933352	15933750	0.954807244	1.435220003
9670	AT5G39800	5	15935453	15937201	15936278	15936550	0.878020316	1.391729951
9671	AT5G39830	5	15942764	15945897	15943704	15945563	0.600406437	2.783459902
9672	AT5G39890	5	15974270	15976270	15975652	15975850	0.586181495	1.164240003
9673	AT5G39920	5	15982173	15983136	15982227	15982600	1.123712894	2.000610113
9674	AT5G39930	5	15985025	15987339	15985202	15985300	1.073449999	1.435220003
9675	AT5G39940	5	15987461	15990701	15988255	15990531	0.483690214	1.304749966
9676	AT5G39960	5	15993953	15997058	15994952	15996900	0.854563611	1.692649961
9677	AT5G39970	5	15997970	16000813	15998602	16000450	0.625966942	1.565700054
9678	AT5G39980	5	16000712	16003072	16000802	16002050	0.944108764	2.565999985
9679	AT5G39990	5	16004253	16006823	16005234	16006790	0.512987092	1.043799996
9680	AT5G40020	5	16022579	16024316	16023852	16024070	0.961455989	1.356940031
9681	AT5G40080	5	16039927	16041714	16040552	16040759	0.527930993	0.60888201
9682	AT5G40100	5	16043727	16047572	16044452	16047200	0.711343111	5.914850235
9683	AT5G40160	5	16062479	16064689	16063052	16063300	1.11280638	1.983219981
9684	AT5G40170	5	16064859	16067628	16065785	16066700	1.050947458	2.783459902
